"date","permit_number","permit_type","status","address","short_notes",
"09/17/2024","PLM24-0767","Plumbing Permit","Issued","244 N MILL ST, KANSAS CITY KS 66101",,
"09/17/2024","ELE24-0999","Electrical Permit","Issued","244 N MILL ST, KANSAS CITY KS 66101",,
"09/17/2024","MEC24-0420","Mechanical Permit","Issued","2500 CENTRAL AVE, KANSAS CITY KS 66102",,
"09/17/2024","GAS24-0051","Gas Permit","Issued","134 STEWART AVE, KANSAS CITY KS 66101",,
"09/17/2024","ELE24-0998","Electrical Permit","Issued","505 N WASHINGTON BLVD, KANSAS CITY KS 66102",,
"09/17/2024","ELE24-0997","Electrical Permit","Issued","9809 MEEKS RD, KANSAS CITY KS 66109",,
"09/17/2024","PLM24-0766","Plumbing Permit","Issued","720 KINDELBERGER RD, KANSAS CITY KS 66115",,
"09/17/2024","ELE24-0996","Electrical Permit","Issued","960 S 73RD ST, KANSAS CITY KS 66111",,
"09/17/2024","MEC24-0419","Mechanical Permit","Void","505 N WASHINGTON BLVD, KANSAS CITY KS 66102",,
"09/17/2024","ELE24-0995","Electrical Permit","Issued","2020 PARKVIEW AVE, KANSAS CITY KS 66104",,
"09/17/2024","MEC24-0418","Mechanical Permit","Issued","2851 N 79TH TER, KANSAS CITY KS 66109",,
"09/17/2024","PLM24-0765","Plumbing Permit","Issued","1255 METROPOLITAN AVE, KANSAS CITY KS 66103",,
"09/17/2024","ELE24-0994","Electrical Permit","Issued","1255 METROPOLITAN AVE, KANSAS CITY KS 66103",,
"09/17/2024","ELE24-0993","Electrical Permit","Issued","1924 S 21ST CT, KANSAS CITY KS 66106",,
"09/17/2024","SRE24-0195","Safe to Restore Electric","Not Approved","6409 CERNECH RD, KANSAS CITY KS 66104",,
"09/17/2024","SRE24-0194","Safe to Restore Electric","Not Approved","915 BARNETT AVE, KANSAS CITY KS 66101",,
"09/16/2024","DRC24-0051","DRC","Health Approved","9151 PARALLEL PKWY, KANSAS CITY KS 66112",,
"09/16/2024","DRC24-0050","DRC","Health Revise and Resubmit","9800 LEAVENWORTH RD, KANSAS CITY KS 66109",,
"09/16/2024","SITE24-0016","Site Improvement","Engr Storm Approved","9800 LEAVENWORTH RD, KANSAS CITY KS 66109",,
"09/16/2024","DRC24-0049","DRC","En Erosion Approved","1222 CENTRAL AVE, KANSAS CITY KS 66102",,
"09/16/2024","DRC24-0048","DRC","Open","4225 MISSION RD, KANSAS CITY KS 66103",,
"09/16/2024","DRC24-0047","DRC","Open","5800 METROPOLITAN AVE, KANSAS CITY KS 66106",,
"09/16/2024","DRC24-0046","DRC","Engr Storm Approved","1300 VILLAGE WEST PKWY, KANSAS CITY KS 66111",,
"09/16/2024","ELE24-0992","Electrical Permit","Issued","115 CAMBRIDGE ST, KANSAS CITY KS 66103",,
"09/16/2024","DRC24-0045","DRC","Fees Paid","3901 FAIRBANKS AVE, KANSAS CITY KS 66106",,
"09/16/2024","PLM24-0764","Plumbing Permit","Issued","5118 OAKLAND AVE, KANSAS CITY KS 66102",,
"09/16/2024","DRC24-0044","DRC","Sanitary Revise and Resubmit","641 S 71ST TER, KANSAS CITY KS 66111",,
"09/16/2024","DRC24-0043","DRC","ERW Approved","1901 CENTRAL AVE, KANSAS CITY KS 66102",,
"09/16/2024","ELE24-0991","Electrical Permit","Issued","5021 YECKER AVE, KANSAS CITY KS 66104",,
"09/16/2024","ELE24-0990","Electrical Permit","Issued","750 CHEYENNE AVE, KANSAS CITY KS 66105",,
"09/16/2024","ELE24-0989","Electrical Permit","Issued","6574 KAW DR, KANSAS CITY KS 66111",,
"09/16/2024","RES24-0496","Residential","Revise and Re-Submit","2023 S BOEKE ST, KANSAS CITY KS 66103",,
"09/16/2024","MEC24-0417","Mechanical Permit","Inspections Completed","11054 WHISPERING LN, KANSAS CITY KS 66109",,
"09/16/2024","PLM24-0763","Plumbing Permit","Issued","93 N 8TH ST, KANSAS CITY KS 66101",,
"09/16/2024","MEC24-0416","Mechanical Permit","Issued","6111 SLOAN AVE, KANSAS CITY KS 66104",,
"09/16/2024","PLM24-0762","Plumbing Permit","Issued","6945 INLAND DR, KANSAS CITY KS 66106",,
"09/16/2024","SRE24-0193","Safe to Restore Electric","Open","6301 STATE AVE, 58, KANSAS CITY KS 66102",,
"09/16/2024","SRE24-0192","Safe to Restore Electric","Open","757 MANORCREST DR, KANSAS CITY KS 66101",,
"09/16/2024","SRE24-0191","Safe to Restore Electric","Not Approved","4216 METROPOLITAN AVE, KANSAS CITY KS 66106",,
"09/13/2024","OCC24-0095","Business Occupancy","Not Approved","401 KANSAS AVE, KANSAS CITY KS 66105",,
"09/13/2024","MEC24-0415","Mechanical Permit","Issued","10128 NELSON LN, KANSAS CITY KS 66109",,
"09/13/2024","ELE24-0988","Electrical Permit","Issued","939 RIDGE AVE, KANSAS CITY KS 66101",,
"09/13/2024","PLM24-0761","Plumbing Permit","Issued","3910 N 60TH ST, KANSAS CITY KS 66104",,
"09/13/2024","OCC24-0094","Business Occupancy","Open","727 MINNESOTA AVE, KANSAS CITY KS 66101",,
"09/13/2024","OCC24-0093","Business Occupancy","Open","1801 QUINDARO BLVD, KANSAS CITY KS 66104",,
"09/13/2024","RES24-0495","Residential","Issued","12703 SEWELL AVE, KANSAS CITY KS 66109",,
"09/13/2024","GAS24-0050","Gas Permit","Issued","1514 N 51ST ST, KANSAS CITY KS 66102",,
"09/13/2024","RES24-0494","Residential","Issued","928 S BETHANY ST, KANSAS CITY KS 66105",,
"09/13/2024","ELE24-0987","Electrical Permit","Issued","63 S 19TH ST, KANSAS CITY KS 66102",,
"09/13/2024","ELE24-0986","Electrical Permit","Issued","10900 STADIUM PKWY, KANSAS CITY KS 66111",,
"09/13/2024","ELE24-0985","Electrical Permit","Issued","23 N 85TH TER, KANSAS CITY KS 66112",,
"09/13/2024","MEC24-0414","Mechanical Permit","Issued","938 EVERETT AVE, KANSAS CITY KS 66101",,
"09/13/2024","ELE24-0984","Electrical Permit","Issued","938 EVERETT AVE, KANSAS CITY KS 66101",,
"09/12/2024","ELE24-0983","Electrical Permit","Plans Not Required","1924 NEBRASKA AVE, KANSAS CITY KS 66102",,
"09/12/2024","ELE24-0982","Electrical Permit","Issued","13900 STATE AVE, KANSAS CITY KS 66012",,
"09/12/2024","ELE24-0981","Electrical Permit","Issued","645 NEBRASKA AVE, KANSAS CITY KS 66101",,
"09/12/2024","BSR24-0145","Stop Work Order","Pending","2036 N TREMONT ST, KANSAS CITY KS 66101",,
"09/12/2024","ELE24-0980","Electrical Permit","Issued","10128 NELSON LN, KANSAS CITY KS 66109",,
"09/12/2024","PLM24-0760","Plumbing Permit","Issued","2513 N 73RD TER, KANSAS CITY KS 66109",,
"09/12/2024","PLM24-0759","Plumbing Permit","Issued","9805 MCGURK RD, KANSAS CITY KS 66109",,
"09/12/2024","PLM24-0758","Plumbing Permit","Issued","2633 OAK AVE, KANSAS CITY KS 66104",,
"09/12/2024","ELE24-0979","Electrical Permit","Issued","2922 N 48TH TER, KANSAS CITY KS 66104",,
"09/12/2024","PLM24-0757","Plumbing Permit","Issued","1979 N 3RD ST, KANSAS CITY KS 66101",,
"09/12/2024","PLM24-0756","Plumbing Permit","Issued","1958 N 25TH ST, KANSAS CITY KS 66104",,
"09/12/2024","PLM24-0755","Plumbing Permit","Void","11310 GEORGIA AVE, KANSAS CITY KS 66109",,
"09/12/2024","PLM24-0754","Plumbing Permit","Issued","2911 N 73RD ST, KANSAS CITY KS 66109",,
"09/12/2024","ROOF24-0088","Re-Roof","Issued","1716 ROSEDALE DR, KANSAS CITY KS 66103",,
"09/12/2024","ROOF24-0087","Re-Roof","Issued","2418 N 84TH ST, KANSAS CITY KS 66109",,
"09/12/2024","MEC24-0413","Mechanical Permit","Issued","939 RIDGE AVE, KANSAS CITY KS 66101",,
"09/12/2024","ELE24-0978","Electrical Permit","Issued","626 N 47TH ST, KANSAS CITY KS 66102",,
"09/12/2024","SRE24-0190","Safe to Restore Electric","Not Approved","5021 YECKER AVE, KANSAS CITY KS 66104",,
"09/11/2024","ELE24-0977","Electrical Permit","Issued","3623 N 60TH ST, KANSAS CITY KS 66104",,
"09/11/2024","PLM24-0753","Plumbing Permit","Issued","2952 S 42ND ST, KANSAS CITY KS 66106",,
"09/11/2024","ELE24-0976","Electrical Permit","Issued","11901 MARXEN RD, KANSAS CITY KS 66109",,
"09/11/2024","PLM24-0752","Plumbing Permit","Issued","625 SOUTHWEST BLVD, KANSAS CITY KS 66103",,
"09/11/2024","MEC24-0412","Mechanical Permit","Plans Not Required","1924 NEBRASKA AVE, KANSAS CITY KS 66102",,
"09/11/2024","SITE24-0015","Site Improvement","Open","1954 N VALLEY ST, KANSAS CITY KS 66104",,
"09/11/2024","ELE24-0975","Electrical Permit","Issued","974 S 74TH PL, KANSAS CITY KS 66111",,
"09/11/2024","ELE24-0974","Electrical Permit","Issued","3116 N 23RD ST, KANSAS CITY KS 66104",,
"09/11/2024","ELE24-0973","Electrical Permit","Issued","961 S 74TH PL, KANSAS CITY KS 66111",,
"09/11/2024","SOL24-0175","Residential Solar Permit","Issued","3116 N 23RD ST, KANSAS CITY KS 66104",,
"09/11/2024","ELE24-0972","Electrical Permit","Issued","7005 GEORGIA AVE, KANSAS CITY KS 66109",,
"09/11/2024","ELE24-0971","Electrical Permit","Issued","427 N 14TH ST, KANSAS CITY KS 66102",,
"09/11/2024","ELE24-0970","Electrical Permit","Issued","846 S 74TH PL, KANSAS CITY KS 66111",,
"09/11/2024","ROOF24-0086","Re-Roof","Open","225 N 16TH ST, KANSAS CITY KS 66102",,
"09/11/2024","PLM24-0751","Plumbing Permit","Issued","7736 STATE AVE, KANSAS CITY KS 66112",,
"09/11/2024","ELE24-0969","Electrical Permit","Issued","1965 N 31ST ST, KANSAS CITY KS 66104",,
"09/11/2024","ELE24-0968","Electrical Permit","Issued","2851 N 115TH ST, KANSAS CITY KS 66109",,
"09/11/2024","SOL24-0174","Residential Solar Permit","Issued","1965 N 31ST ST, KANSAS CITY KS 66104",,
"09/11/2024","ELE24-0967","Electrical Permit","Issued","1527 GEORGIA AVE, KANSAS CITY KS 66104",,
"09/11/2024","SOL24-0173","Residential Solar Permit","Issued","1527 GEORGIA AVE, KANSAS CITY KS 66104",,
"09/11/2024","ELE24-0966","Electrical Permit","Revise and Resubmit","1513 GEORGIA AVE, KANSAS CITY KS 66104",,
"09/11/2024","SOL24-0172","Residential Solar Permit","Revise and Re-Submit","1513 GEORGIA AVE, KANSAS CITY KS 66104",,
"09/11/2024","ELE24-0965","Electrical Permit","Plan Approved on Hold","404 RICHMOND AVE, KANSAS CITY KS 66101",,
"09/11/2024","SOL24-0171","Residential Solar Permit","Plan Approved on Hold","404 RICHMOND AVE, KANSAS CITY KS 66101",,
"09/11/2024","ELE24-0964","Electrical Permit","Plan Approved as Noted","1401 RICHMOND AVE, KANSAS CITY KS 66104",,
"09/11/2024","SOL24-0170","Residential Solar Permit","Plan Approved as Noted","1401 RICHMOND AVE, KANSAS CITY KS 66104",,
"09/11/2024","ELE24-0963","Electrical Permit","Issued","665 S 73RD PL, KANSAS CITY KS 66111",,
"09/11/2024","GAS24-0049","Gas Permit","Issued","617 S 71ST TER, KANSAS CITY KS 66111",,
"09/11/2024","SOL24-0169","Residential Solar Permit","Issued","665 S 73RD PL, KANSAS CITY KS 66111",,
"09/11/2024","MEC24-0411","Mechanical Permit","Issued","3233 BARNETT AVE, KANSAS CITY KS 66102",,
"09/11/2024","PDEMO24-0032","Private Demolition","Issued","1048 ANN AVE, KANSAS CITY KS 66102",,
"09/11/2024","ELE24-0962","Electrical Permit","Issued","516 N 80TH TER, KANSAS CITY KS 66112",,
"09/11/2024","ELE24-0961","Electrical Permit","Issued","2920 FAIRFAX TRFY, KANSAS CITY KS 66115",,
"09/11/2024","ELE24-0960","Electrical Permit","Inspections Completed","10050 PARALLEL PKWY, KANSAS CITY KS 66109",,
"09/11/2024","MEC24-0410","Mechanical Permit","Issued","4215 SANDUSKY AVE, KANSAS CITY KS 66102",,
"09/11/2024","RES24-0493","Residential","Issued","2715 N 87TH ST, KANSAS CITY KS 66109",,
"09/11/2024","BSR24-0144","Stop Work Order","Pending","2011 S BOEKE ST, KANSAS CITY KS 66103",,
"09/11/2024","MEC24-0409","Mechanical Permit","Inspections Completed","632 RIVERVIEW AVE, KANSAS CITY KS 66101",,
"09/11/2024","MEC24-0408","Mechanical Permit","Issued","2618 S 51ST ST, KANSAS CITY KS 66106",,
"09/11/2024","RES24-0492","Residential","Plan Approved","420 SANDUSKY AVE, KANSAS CITY KS 66101",,
"09/11/2024","BSR24-0143","Stop Work Order","Closed","928 S BETHANY ST, KANSAS CITY KS 66105",,
"09/11/2024","GRD24-0111","Grading-Excavation","Issued","3509 LUST DR, KANSAS CITY KS 66106",,
"09/11/2024","NSF24-0093","New Single Family","Issued","3509 LUST DR, KANSAS CITY KS 66106",,
"09/11/2024","SRE24-0189","Safe to Restore Electric","Open","6301 STATE AVE, LOT 91, KANSAS CITY KS 66102",,
"09/10/2024","RES24-0491","Residential","Issued","2133 S 48TH TER, KANSAS CITY KS 66106",,
"09/10/2024","RES24-0490","Residential","Revise and Re-Submit","418 N 7TH ST, KANSAS CITY KS 66101",,
"09/10/2024","RES24-0489","Residential","Issued","6615 WOODEND AVE, KANSAS CITY KS 66106",,
"09/10/2024","RES24-0488","Residential","Revise and Re-Submit","1230 WASHINGTON BLVD, KANSAS CITY KS 66102",,
"09/10/2024","ELE24-0959","Electrical Permit","Issued","2200 N 11TH ST, KANSAS CITY KS 66104",,
"09/10/2024","PLM24-0750","Plumbing Permit","Inspections Completed","1825 S 94TH ST, KANSAS CITY KS 66111",,
"09/10/2024","ELE24-0958","Electrical Permit","Inspections Completed","1825 S 94TH ST, KANSAS CITY KS 66111",,
"09/10/2024","MEC24-0407","Mechanical Permit","Inspections Completed","1825 S 94TH ST, KANSAS CITY KS 66111",,
"09/10/2024","RES24-0487","Residential","Issued","939 RIDGE AVE, KANSAS CITY KS 66101",,
"09/10/2024","OCC24-0092","Business Occupancy","Open","1015 N 29TH ST, KANSAS CITY KS 66102",,
"09/10/2024","RES24-0486","Residential","Revise and Re-Submit","1209 LOWELL AVE, KANSAS CITY KS 66102",,
"09/10/2024","RES24-0485","Residential","Issued","1940 N 10TH ST, KANSAS CITY KS 66104",,
"09/10/2024","GAS24-0048","Gas Permit","Issued","1105 SANDUSKY AVE, KANSAS CITY KS 66102",,
"09/10/2024","PLM24-0749","Plumbing Permit","Issued","938 EVERETT AVE, KANSAS CITY KS 66101",,
"09/10/2024","BSR24-0142","Stop Work Order","Pending","4512 CLAUDINE LN, KANSAS CITY KS 66102",,
"09/10/2024","SRE24-0188","Safe to Restore Electric","Open","1325 HASKELL AVE, KANSAS CITY KS 66104",,
"09/09/2024","RES24-0484","Residential","Revise and Re-Submit","303 S BOEKE ST, KANSAS CITY KS 66101",,
"09/09/2024","RES24-0483","Residential","Issued","1630 S VALLEY ST, KANSAS CITY KS 66103",,
"09/09/2024","ELE24-0957","Electrical Permit","Issued","1637 S 87TH ST, KANSAS CITY KS 66111",,
"09/09/2024","RES24-0482","Residential","Revise and Re-Submit","4220 DODSON AVE, KANSAS CITY KS 66106",,
"09/09/2024","ELE24-0956","Electrical Permit","Inspections Completed","2926 N 64TH TER, KANSAS CITY KS 66104",,
"09/09/2024","ELE24-0955","Electrical Permit","Issued","12821 HUBBARD RD, KANSAS CITY KS 66109",,
"09/09/2024","PLM24-0748","Plumbing Permit","Issued","12821 HUBBARD RD, KANSAS CITY KS 66109",,
"09/09/2024","RES24-0481","Residential","Issued","2114 STEELE RD, KANSAS CITY KS 66106",,
"09/09/2024","PLM24-0747","Plumbing Permit","Issued","945 SHAWNEE RD, KANSAS CITY KS 66103",,
"09/09/2024","ELE24-0954","Electrical Permit","Issued","7736 STATE AVE, KANSAS CITY KS 66112",,
"09/09/2024","PLM24-0746","Plumbing Permit","Inspections Completed","20 S 10TH ST, KANSAS CITY KS 66102",,
"09/06/2024","OCC24-0091","Business Occupancy","Open","1840 S 31ST ST, KANSAS CITY KS 66106",,
"09/06/2024","RES24-0480","Residential","Issued","12332 BELLERIVE DR, KANSAS CITY KS 66109",,
"09/06/2024","RES24-0479","Residential","Issued","12130 HUBBARD RD, KANSAS CITY KS 66109",,
"09/06/2024","ELE24-0953","Electrical Permit","Issued","555 STANLEY RD, KANSAS CITY KS 66115",,
"09/06/2024","ELE24-0952","Electrical Permit","Issued","1435 S 88TH ST, KANSAS CITY KS 66111",,
"09/06/2024","RES24-0478","Residential","Issued","10913 WINCHESTER DR, KANSAS CITY KS 66109",,
"09/06/2024","RES24-0477","Residential","Issued","10128 NELSON LN, KANSAS CITY KS 66109",,
"09/06/2024","RES24-0476","Residential","Revise and Re-Submit","8141 GREELEY AVE, KANSAS CITY KS 66109",,
"09/06/2024","RES24-0475","Residential","Issued","4448 FRANCIS ST, KANSAS CITY KS 66103",,
"09/06/2024","RES24-0474","Residential","Issued","4140 S MINNIE ST, KANSAS CITY KS 66103",,
"09/06/2024","RES24-0473","Residential","Revise and Re-Submit","2010 N 27TH ST, KANSAS CITY KS 66104",,
"09/06/2024","RES24-0472","Residential","Revise and Re-Submit","1712 GREELEY AVE, KANSAS CITY KS 66104",,
"09/06/2024","RES24-0471","Residential","Plan Approved","6129 HOLLIDAY DR, KANSAS CITY KS 66106",,
"09/06/2024","UDEMO24-0026","UG Demolition","Title Search Requested","301 S 10TH ST, KANSAS CITY KS 66102",,
"09/06/2024","ROOF24-0085","Re-Roof","Inspections Completed","5612 LOCUST AVE, KANSAS CITY KS 66106",,
"09/06/2024","SRE24-0187","Safe to Restore Electric","Not Approved","6574 KAW DR, KANSAS CITY KS 66111",,
"09/05/2024","ELE24-0951","Electrical Permit","Issued","70 S 17TH ST, KANSAS CITY KS 66102",,
"09/05/2024","PLM24-0745","Plumbing Permit","Issued","2962 N 35TH ST, KANSAS CITY KS 66104",,
"09/05/2024","MEC24-0406","Mechanical Permit","Issued","2962 N 35TH ST, KANSAS CITY KS 66104",,
"09/05/2024","PLM24-0744","Plumbing Permit","Issued","12750 HUBBARD RD, KANSAS CITY KS 66109",,
"09/05/2024","GAS24-0047","Gas Permit","Issued","632 RIVERVIEW AVE, KANSAS CITY KS 66101",,
"09/05/2024","ELE24-0950","Electrical Permit","Issued","12750 HUBBARD RD, KANSAS CITY KS 66109",,
"09/05/2024","PLM24-0743","Plumbing Permit","Issued","4645 SHAWNEE DR, KANSAS CITY KS 66106",,
"09/05/2024","PLM24-0742","Plumbing Permit","Inspections Completed","10050 PARALLEL PKWY, KANSAS CITY KS 66109",,
"09/05/2024","PLM24-0741","Plumbing Permit","Issued","2010 N 27TH ST, KANSAS CITY KS 66104",,
"09/05/2024","ELE24-0949","Electrical Permit","Issued","1001 N WASHINGTON BLVD, KANSAS CITY KS 66102",,
"09/05/2024","PLM24-0740","Plumbing Permit","Issued","1001 N WASHINGTON BLVD, KANSAS CITY KS 66102",,
"09/05/2024","MEC24-0405","Mechanical Permit","Issued","1001 N WASHINGTON BLVD, KANSAS CITY KS 66102",,
"09/05/2024","ELE24-0948","Electrical Permit","Issued","1528 S 29TH ST, KANSAS CITY KS 66106",,
"09/05/2024","PLM24-0739","Plumbing Permit","Inspections Completed","1401 MERRIAM LN, KANSAS CITY KS 66103",,
"09/05/2024","ROOF24-0084","Re-Roof","Issued","2630 S 39TH ST, KANSAS CITY KS 66106",,
"09/04/2024","ELE24-0947","Electrical Permit","Issued","2049 N TREMONT ST, KANSAS CITY KS 66101",,
"09/04/2024","ELE24-0946","Electrical Permit","Issued","332 N 5TH ST, KANSAS CITY KS 66101",,
"09/04/2024","PLM24-0738","Plumbing Permit","Issued","332 N 5TH ST, KANSAS CITY KS 66101",,
"09/04/2024","ELE24-0945","Electrical Permit","Issued","4344 MISSION RD, UNIT 7, KANSAS CITY KS 66103",,
"09/04/2024","ELE24-0944","Electrical Permit","Issued","1228 DOUGLAS AVE, KANSAS CITY KS 66103",,
"09/04/2024","PLM24-0737","Plumbing Permit","Issued","613 SANDUSKY AVE, KANSAS CITY KS 66101",,
"09/04/2024","MEC24-0404","Mechanical Permit","Issued","1027 CLEVELAND AVE, KANSAS CITY KS 66104",,
"09/04/2024","ELE24-0943","Electrical Permit","Issued","3147 S 46TH TER, KANSAS CITY KS 66106",,
"09/04/2024","BSR24-0141","Stop Work Order","Closed","1255 METROPOLITAN AVE, KANSAS CITY KS 66103",,
"09/04/2024","GAS24-0046","Gas Permit","Issued","1035 HASKELL AVE, KANSAS CITY KS 66104",,
"09/04/2024","GRD24-0110","Grading-Excavation","Issued","1210 ARGENTINE BLVD, KANSAS CITY KS 66105",,
"09/04/2024","SRE24-0186","Safe to Restore Electric","Not Approved","63 S 19TH ST, KANSAS CITY KS 66102",,
"09/03/2024","RES24-0470","Residential","Issued","1818 N 50TH CT, KANSAS CITY KS 66102",,
"09/03/2024","PLM24-0736","Plumbing Permit","Issued","2028 N TREMONT ST, KANSAS CITY KS 66101",,
"09/03/2024","PLM24-0735","Plumbing Permit","Issued","8049 YECKER AVE, KANSAS CITY KS 66109",,
"09/03/2024","PLM24-0734","Plumbing Permit","Inspections Completed","7704 EVERETT AVE, KANSAS CITY KS 66112",,
"09/03/2024","PLM24-0733","Plumbing Permit","Inspections Completed","1708 VILLAGE WEST PKWY, KANSAS CITY KS 66111",,
"09/03/2024","RES24-0469","Residential","Revise and Re-Submit","3100 S 8TH ST, KANSAS CITY KS 66103",,
"09/03/2024","ELE24-0942","Electrical Permit","Issued","7836 STATE AVE, KANSAS CITY KS 66112",,
"09/03/2024","PDEMO24-0031","Private Demolition","Issued","8226 LEAVENWORTH RD, KANSAS CITY KS 66109",,
"09/03/2024","SRE24-0185","Safe to Restore Electric","Open","2028 N TREMONT ST, KANSAS CITY KS 66101",,
"08/30/2024","ELE24-0941","Electrical Permit","Issued","7826 HASKELL AVE, KANSAS CITY KS 66109",,
"08/30/2024","PLM24-0732","Plumbing Permit","Issued","6155 NOGARD AVE, KANSAS CITY KS 66104",,
"08/30/2024","MEC24-0403","Mechanical Permit","Inspections Completed","2109 N 74TH ST, KANSAS CITY KS 66109",,
"08/30/2024","PDEMO24-0030","Private Demolition","Inspections Completed","3121 E TOWNSEND CT, KANSAS CITY KS 66109",,
"08/30/2024","ELE24-0940","Electrical Permit","Issued","2501 N 51ST ST, KANSAS CITY KS 66104",,
"08/30/2024","NSF24-0092","New Single Family","Issued","1210 ARGENTINE BLVD, KANSAS CITY KS 66105",,
"08/30/2024","PDEMO24-0029","Private Demolition","Issued","2406 N 35TH ST, KANSAS CITY KS 66104",,
"08/30/2024","OCC24-0090","Business Occupancy","Open","3140 S 28TH ST, KANSAS CITY KS 66106",,
"08/30/2024","PLM24-0731","Plumbing Permit","Issued","3030 N 22ND ST, KANSAS CITY KS 66104",,
"08/30/2024","RES24-0468","Residential","Issued","3030 N 22ND ST, KANSAS CITY KS 66104",,
"08/30/2024","PLM24-0730","Plumbing Permit","Inspections Completed","5146 FOREST AVE, KANSAS CITY KS 66106",,
"08/30/2024","PLM24-0729","Plumbing Permit","Issued","1325 N 94TH ST, KANSAS CITY KS 66112",,
